 R   <X|C|X>   <X|C|A>   <X|C|B>   <X|C|C>   <A|C|X>   <A|C|A>   <A|C|B>   <A|C|C>   <B|C|X>   <B|C|A>   <B|C|B>   <B|C|C>   <C|C|X>   <C|C|A>   <C|C|B>   <C|C|C> 
22.88 1.0 0.0 0.0 0.0 0.0 0.9974937397433111 -0.06929504414655006 0.014297555435836839 0.0 0.04995068866943032 0.5465635746861134 -0.8359163162066677 0.0 0.05011098199193445 0.8345354391390275 0.548655100139719
22.89 1.0 0.0 0.0 0.0 0.0 0.9974990736001695 -0.06923656243094627 0.014208470662439066 0.0 0.05003135595456345 0.5496887339655279 -0.8338601934582481 0.0 0.04992401330961091 0.8324856143198233 0.5517780226289436
22.9 1.0 0.0 0.0 0.0 0.0 0.9975044057221134 -0.06917786081865679 0.014119779531093286 0.0 0.050112900159340314 0.5528290580776757 -0.8317771367897492 0.0 0.049735363700504596 0.8304089171781079 0.5549161446906321
22.91 1.0 0.0 0.0 0.0 0.0 0.9975097361995156 -0.06911893864948782 0.014031483562051986 0.0 0.05019529844239919 0.5559842406003542 -0.8296669745453854 0.0 0.049545030783664255 0.8283051757500458 0.558069159124585
22.92 1.0 0.0 0.0 0.0 0.0 0.9975150651193084 -0.06905979530864774 0.01394358428296163 0.0 0.050278526965016175 0.5591539573715808 -0.8275295465333575 0.0 0.04935301314701252 0.8261742294989757 0.5612367409643453
22.93 1.0 0.0 0.0 0.0 0.0 0.9975203926449335 -0.0690004289596305 0.013856083296383681 0.0 0.05036258234056045 0.5623383160504232 -0.8253641508462791 0.0 0.049159271111409684 0.824015377448191 0.5644189974885889
22.94 1.0 0.0 0.0 0.0 0.0 0.9975257187734234 -0.06894084039553537 0.01376898206854794 0.0 0.05044741659934495 0.5655364922075249 -0.8231712251294578 0.0 0.04896384593155713 0.8218290554636689 0.5676151029469295
22.95 1.0 0.0 0.0 0.0 0.0 0.9975310435491986 -0.06888102965007077 0.013682282112438755 0.0 0.05053299449081265 0.5687479306713297 -0.8209508670970601 0.0 0.048766754879083496 0.8196153602788683 0.5708245011092379
22.96 1.0 0.0 0.0 0.0 0.0 0.9975363670527517 -0.06882099617726933 0.013595984976516443 0.0 0.050619290486329564 0.5719722824740243 -0.81870291296544 0.0 0.048567996792058116 0.8173741277428482 0.574046842149018
22.97 1.0 0.0 0.0 0.0 0.0 0.9975416893601247 -0.06876073949422085 0.013510092208221672 0.0 0.05070627795851914 0.5752091777496641 -0.8164272180162032 0.0 0.04836757195681347 0.8151052127188719 0.5772817553147549
22.98 1.0 0.0 0.0 0.0 0.0 0.9975470105429336 -0.0687002591810246 0.013424605352487391 0.0 0.05079392922144947 0.5784582263703437 -0.8141236565543095 0.0 0.04816548209305621 0.8128084890433643 0.5805288495672712
22.99 1.0 0.0 0.0 0.0 0.0 0.9975523306683913 -0.06863955488074215 0.013339525950251223 0.0 0.05088221557082001 0.5817190185823496 -0.8117921218661867 0.0 0.047961730338979394 0.8104838494848836 0.5837877142170678
23.0 1.0 0.0 0.0 0.0 0.0 0.9975576497993323 -0.06857862629934973 0.013254855536967388 0.0 0.05097110732414877 0.5849911256423302 -0.8094325261778325 0.0 0.04775632123637354 0.8081312057030792 0.5870579195616797
23.01 1.0 0.0 0.0 0.0 0.0 0.9975629679942354 -0.06851747320569097 0.013170595641119078 0.0 0.051060573860959066 0.5882741004534499 -0.8070448006129283 0.0 0.04754926071573878 0.8057504882076622 0.5903390175230181
23.02 1.0 0.0 0.0 0.0 0.0 0.9975682853072483 -0.06845609543142943 0.01308674778273053 0.0 0.05115058366296658 0.5915674782015531 -0.8046288951509452 0.0 0.04734055608139623 0.8033416463173675 0.5936305422847206
23.03 1.0 0.0 0.0 0.0 0.0 0.9975736017882111 -0.06839449287100105 0.013003313471879094 0.0 0.05124110435426639 0.5948707769913297 -0.8021847785852492 0.0 0.04713021599659948 0.8009046481189162 0.5969320109295044
23.04 1.0 0.0 0.0 0.0 0.0 0.9975789175696507 -0.0683326640108454 0.012920294732537566 0.0 0.05133211063197149 0.5981837681685611 -0.7997117432759853 0.0 0.04691820665770518 0.7984387865205584 0.6002431937494519
23.05 1.0 0.0 0.0 0.0 0.0 0.9975842325843229 -0.06827061070627921 0.01283769239480813 0.0 0.05142355867811851 0.6015056010126424 -0.7972106631430651 0.0 0.046704594077745125 0.795944933024143 0.60356323898242
23.06 1.0 0.0 0.0 0.0 0.0 0.9975895468597478 -0.06820833320109893 0.01275550787237595 0.0 0.0515154129195368 0.6048357166191449 -0.7946816394291703 0.0 0.04648939571318345 0.79342318789054 0.6068915866512717
23.07 1.0 0.0 0.0 0.0 0.0 0.9975948604355964 -0.06814583152495846 0.012673742661871972 0.0 0.05160763857081968 0.6081735922902178 -0.7921246612161996 0.0 0.046272622076567016 0.7908735394219192 0.6102277129679557
23.08 1.0 0.0 0.0 0.0 0.0 0.9976001733465363 -0.06808310578383901 0.012592398237614946 0.0 0.05170020011588115 0.6115186888986525 -0.7895397427098334 0.0 0.04605428537577422 0.7882960009904164 0.6135710777013547
23.09 1.0 0.0 0.0 0.0 0.0 0.9976054856222972 -0.06802015615926899 0.012511476050384976 0.0 0.05179306135207245 0.6148704516583546 -0.7869269228514293 0.0 0.04583439947730867 0.7856906106515338 0.6169211249489372
23.1 1.0 0.0 0.0 0.0 0.0 0.9976107972877392 -0.06795698290754443 0.01243097752619748 0.0 0.05188618543429818 0.618228310894798 -0.7842862649299328 0.0 0.04561297986959399 0.7830574307575531 0.6202772839083932
23.11 1.0 0.0 0.0 0.0 0.0 0.997616108362919 -0.06789358635894902 0.012350904065076884 0.0 0.05197953491913272 0.6215916828154902 -0.7816178561937774 0.0 0.04539004362626785 0.7803965475709405 0.6236389696492787
23.12 1.0 0.0 0.0 0.0 0.0 0.9976214188631575 -0.06782996691697427 0.012271257039830303 0.0 0.0520730718089366 0.6249599702804384 -0.7789218074627857 0.0 0.045165609369475945 0.7777080708777508 0.6270055838846624
23.13 1.0 0.0 0.0 0.0 0.0 0.9976267287991067 -0.0677661250575398 0.01219203779482151 0.0 0.052166757595972627 0.6283325635726029 -0.7761982527400789 0.0 0.044939697233166896 0.7749921336010418 0.6303765157427608
23.14 1.0 0.0 0.0 0.0 0.0 0.9976320381777349 -0.06770206130988207 0.012113247663902977 0.0 0.05226055300392602 0.6317088383230727 -0.7734473394351432 0.0 0.04471232835909852 0.7722488820351514 0.6337511396810728
23.15 1.0 0.0 0.0 0.0 0.0 0.997637347050095 -0.06763777530312942 0.012034888964824334 0.0 0.05235440230659508 0.6350880084162519 -0.770668740054143 0.0 0.04448350057600465 0.7694779880420379 0.6371286677577404
23.16 1.0 0.0 0.0 0.0 0.0 0.9976426553430283 -0.06757326912789705 0.011956961483900151 0.0 0.052448288875116385 0.638469648652852 -0.7678633739379146 0.0 0.044253274074058394 0.7666803690100593 0.6405086745369905
23.17 1.0 0.0 0.0 0.0 0.0 0.9976479630531525 -0.06750854346273095 0.011879466522323454 0.0 0.0525421712937184 0.6418530944056507 -0.7650314233326984 0.0 0.044021672646223954 0.7638562059772357 0.643890494164584
23.18 1.0 0.0 0.0 0.0 0.0 0.9976532701723035 -0.0674435990636586 0.011802405337356109 0.0 0.052636008004894555 0.6452376737122708 -0.7621730963128301 0.0 0.04378872164195149 0.7610057057661647 0.6472734534551905
23.19 1.0 0.0 0.0 0.0 0.0 0.9976585766876255 -0.06737843676295405 0.011725779141578038 0.0 0.05272975734600907 0.6486227079750243 -0.7592886261596069 0.0 0.04355444791887286 0.7581291003646312 0.6506568725931087
23.2 1.0 0.0 0.0 0.0 0.0 0.9976638825816603 -0.06731305746790324 0.011649589102136697 0.0 0.0528233775859025 0.6520075126607445 -0.7563782707401624 0.0 0.04331887979449818 0.755226646306228 0.6540400658329764
23.21 1.0 0.0 0.0 0.0 0.0 0.997669187832438 -0.06724746215956906 0.011573836339996159 0.0 0.05291682696149771 0.6553913980006365 -0.753442311886327 0.0 0.043082046997911086 0.7522986240509606 0.6574223422004976
23.22 1.0 0.0 0.0 0.0 0.0 0.9976744924135664 -0.06718165189155667 0.011498521929186616 0.0 0.05301006371440535 0.6587736696901079 -0.7504810547735047 0.0 0.042843980621465445 0.7493453373658682 0.6608030061931507
23.23 1.0 0.0 0.0 0.0 0.0 0.997679796294321 -0.06711562778877851 0.011423646896053458 0.0 0.05310304612752986 0.6621536295886191 -0.7474948272995325 0.0 0.042604713072480614 0.7463671127056294 0.6641813584809154
23.24 1.0 0.0 0.0 0.0 0.0 0.9976850994397345 -0.06704939104621965 0.01134921221850679 0.0 0.05319573256167494 0.6655305764195145 -0.7444839794635582 0.0 0.042364278024938105 0.7433642985931829 0.6675566966069817
23.25 1.0 0.0 0.0 0.0 0.0 0.9976904018157347 -0.06698294277233639 0.011275219199861347 0.0 0.05328807261841933 0.668903674927669 -0.7414488290617102 0.0 0.04212270994922485 0.7403372112319161 0.6709281838711301
23.26 1.0 0.0 0.0 0.0 0.0 0.9976957033925435 -0.0669162838859277 0.011201669713753555 0.0 0.05338000135707212 0.6722718703101195 -0.7383896258589785 0.0 0.04188004378710133 0.7372860986233953 0.6742947635807941
23.27 1.0 0.0 0.0 0.0 0.0 0.9977010040952079 -0.0668494166404729 0.011128562525212412 0.0 0.05347152646411187 0.6756351805536548 -0.7353070780934534 0.0 0.041636319046624154 0.7342116679102151 0.6776564540912057
23.28 1.0 0.0 0.0 0.0 0.0 0.9977063038745965 -0.06678234244018824 0.0110558985524519 0.0 0.05356260362473846 0.6789928491276207 -0.7322015976720576 0.0 0.04139157382593174 0.731114329376132 0.681012497633658
23.29 1.0 0.0 0.0 0.0 0.0 0.9977116026775676 -0.06671506275988497 0.010983678645351862 0.0 0.05365318916754823 0.6823441255340779 -0.7290736178111763 0.0 0.04114584726649119 0.7279945145937124 0.6843621424977303
23.3 1.0 0.0 0.0 0.0 0.0 0.9977169004470698 -0.06664757914339134 0.010911903585534111 0.0 0.05374324008154815 0.6856882657172277 -0.7259235922969931 0.0 0.04089917950386195 0.7248526756862258 0.6877046434409821
23.31 1.0 0.0 0.0 0.0 0.0 0.997722197122243 -0.06657989320197498 0.010840574086438974 0.0 0.053832714033169506 0.6890245324728187 -0.7227519947458428 0.0 0.04065161161846094 0.7216892845895533 0.6910392620986302
23.32 1.0 0.0 0.0 0.0 0.0 0.9977274926385192 -0.06651200661276485 0.01076969079340142 0.0 0.05392156938328205 0.692352195857571 -0.7195593178645467 0.0 0.04040318558632615 0.7185048323140799 0.6943652673932426
23.33 1.0 0.0 0.0 0.0 0.0 0.9977327869277243 -0.06644392111717357 0.01069925428372759 0.0 0.054009765204207666 0.6956705335985837 -0.7163460727107659 0.0 0.04015394422988177 0.7152998282066045 0.6976819359444147
23.34 1.0 0.0 0.0 0.0 0.0 0.9977380799181779 -0.06637563851931938 0.010629265066770933 0.0 0.05409726129673453 0.6989788315027595 -0.7131127879533361 0.0 0.03990393116870183 0.7120747992122316 0.7009885524784653
23.35 1.0 0.0 0.0 0.0 0.0 0.9977433715347955 -0.06630716068444849 0.01055972358400871 0.0 0.05418401820713083 0.7022763838662127 -0.7098600091326206 0.0 0.03965319077027519 0.70883028913628 0.7042844102381117
23.36 1.0 0.0 0.0 0.0 0.0 0.9977486617044741 -0.06623848926734388 0.010490631237182609 0.0 0.054269973933622484 0.7055621211437133 -0.7065882853157393 0.0 0.039401774619468984 0.7055668448668496 0.7075684379757115
23.37 1.0 0.0 0.0 0.0 0.0 0.9977539503474195 -0.0661696261589652 0.010421988681804308 0.0 0.054355082638531574 0.7088352291006159 -0.7032981892811963 0.0 0.03914973064835414 0.7022850372818029 0.7108398202283962
23.38 1.0 0.0 0.0 0.0 0.0 0.9977592373667667 -0.06610057402037485 0.010353793788323606 0.0 0.05443936089590433 0.7120958884587132 -0.6999903417783141 0.0 0.03889709015876179 0.6989854863709227 0.7140987383058154
23.39 1.0 0.0 0.0 0.0 0.0 0.9977645226758762 -0.06603133489173062 0.010286046932399128 0.0 0.05452276775759969 0.7153433572672068 -0.6966653459244233 0.0 0.03864390131684916 0.6956687934002578 0.7173444491803832
23.4 1.0 0.0 0.0 0.0 0.0 0.9977698061850873 -0.06596191087263946 0.010218748398549058 0.0 0.05460526364217875 0.7185769126847711 -0.6933238183000269 0.0 0.03839021264057732 0.6923355731054869 0.7205762289780824
23.41 1.0 0.0 0.0 0.0 0.0 0.9977750878018253 -0.06589230412025476 0.01015189838146358 0.0 0.05468681032388678 0.7217958509407395 -0.6899663881939769 0.0 0.0381360729583139 0.6889864529381299 0.723793372939107
23.42 1.0 0.0 0.0 0.0 0.0 0.9977803674307097 -0.06582251684737406 0.010085496987317673 0.0 0.05476737092163488 0.7249994872962736 -0.6865936968486686 0.0 0.03788153136743713 0.6856220723117764 0.726995195378487
23.43 1.0 0.0 0.0 0.0 0.0 0.9977856449736608 -0.06575255132053626 0.01001954423508367 0.0 0.05484690988798186 0.7281871560055443 -0.6832063967052227 0.0 0.03762663719293903 0.6822430818483025 0.7301810296467263
23.44 1.0 0.0 0.0 0.0 0.0 0.9977909203300069 -0.06568240985811916 0.009954040057843824 0.0 0.05492539299811615 0.7313582102769116 -0.6798051506486679 0.0 0.03737143994602857 0.6788501426240875 0.733350228090438
23.45 1.0 0.0 0.0 0.0 0.0 0.9977961933965924 -0.06561209482843701 0.009888984304103097 0.0 0.055002787338837435 0.7345120222340946 -0.6763906312531354 0.0 0.03711598928273572 0.6754439254162428 0.7365021620129714
23.46 1.0 0.0 0.0 0.0 0.0 0.9978014640678846 -0.06554160864783777 0.009824376739101606 0.0 0.055079061297538694 0.7376479828773577 -0.6729635200270346 0.0 0.036860334962514195 0.6720251099488224 0.739636221635053
23.47 1.0 0.0 0.0 0.0 0.0 0.9978067322368053 -0.06547095370707592 0.009760217338682122 0.0 0.05515416470076564 0.7407651494155266 -0.6695247562290887 0.0 0.03660454839086956 0.6685946328655 0.7427514629032513
23.48 1.0 0.0 0.0 0.0 0.0 0.9978119977930439 -0.0654001325471593 0.009696505565589231 0.0 0.055228077996805076 0.7438631191178925 -0.6660749176234092 0.0 0.03634866908811832 0.6651530705782646 0.7458474826374641
23.49 1.0 0.0 0.0 0.0 0.0 0.9978172606237353 -0.06532914780094194 0.009633240601256313 0.0 0.05530079660653151 0.746941751474624 -0.6626144163362515 0.0 0.03609272165185608 0.6617008344599986 0.7489241402787628
23.5 1.0 0.0 0.0 0.0 0.0 0.9978225206150111 -0.06525800204816991 0.009570421930603382 0.0 0.05537229132173509 0.7500004648571049 -0.6591439958574961 0.0 0.035836758763794815 0.6582386661628958 0.7519808535060689
23.51 1.0 0.0 0.0 0.0 0.0 0.9978277776511512 -0.06518669790825346 0.00950804895718636 0.0 0.05544253449607208 0.75303870193913 -0.6556644008597321 0.0 0.035580832658095016 0.6547673085531525 0.7550170643471649
23.52 1.0 0.0 0.0 0.0 0.0 0.9978330316146916 -0.06511523803830362 0.009446121004758164 0.0 0.05551150001718474 0.7560559293585437 -0.6521763766554397 0.0 0.03532499509830358 0.6512875051684667 0.7580322388393429
23.53 1.0 0.0 0.0 0.0 0.0 0.997838282386533 -0.06504362513116854 0.00938463731882977 0.0 0.05557916327882108 0.7590516373788763 -0.6486806686541717 0.0 0.03506929735429163 0.6477999996755377 0.761025866690054
23.54 1.0 0.0 0.0 0.0 0.0 0.9978435298460483 -0.06497186191347026 0.00932359706823152 0.0 0.05564550115295445 0.7620253395509706 -0.6451780218197484 0.0 0.034813790179193345 0.6443055353275772 0.763997460937546
23.55 1.0 0.0 0.0 0.0 0.0 0.9978487738711908 -0.06489995114364097 0.009262999346674088 0.0 0.05571049196190346 0.7649765723746244 -0.6416691801274325 0.0 0.03455852378634336 0.6408048544218024 0.766946557611518
23.56 1.0 0.0 0.0 0.0 0.0 0.997854014338602 -0.0648278956099598 0.009202843174309795 0.0 0.055774115450451564 0.7679048949602153 -0.6381548860211255 0.0 0.03430354782621559 0.6372986977569484 0.7698727153937576
23.57 1.0 0.0 0.0 0.0 0.0 0.9978592511237198 -0.0647556981285891 0.009143127499293583 0.0 0.05583635275796693 0.7708098886903437 -0.6346358798705432 0.0 0.03404891136336072 0.6337878040907619 0.7727755152787951
23.58 1.0 0.0 0.0 0.0 0.0 0.9978644839588687 -0.06468336387098533 0.009083850725203615 0.0 0.055897193975461335 0.7736910791387298 -0.6311139373071386 0.0 0.03379472236503833 0.6302739458927142 0.7756544830477882
23.59 1.0 0.0 0.0 0.0 0.0 0.9978697128430412 -0.06461089364247544 0.00902501208033854 0.0 0.0559566162377145 0.7765481599934456 -0.6275888747506675 0.0 0.03354097600696037 0.6267569394388248 0.7785093115869633
23.6 1.0 0.0 0.0 0.0 0.0 0.9978749377318599 -0.06453828896728751 0.008966610583828548 0.0 0.05601460025973175 0.7793808229404092 -0.6240608154335143 0.0 0.033287684614593305 0.6232369073781265 0.7813396919842871
23.61 1.0 0.0 0.0 0.0 0.0 0.997880158482535 -0.06446555299119443 0.008908644863065003 0.0 0.05607113325445772 0.7821887271338095 -0.6205305919157147 0.0 0.03303490075132654 0.6197146806330466 0.7841452832148149
23.62 1.0 0.0 0.0 0.0 0.0 0.9978853749533538 -0.06439268884947658 0.008851113487060644 0.0 0.05612620359702823 0.7849715532613609 -0.6169990192445367 0.0 0.03278267554969688 0.6161910726674416 0.7869257658158905
23.63 1.0 0.0 0.0 0.0 0.0 0.9978905870036975 -0.06431969966646325 0.008794014967704605 0.0 0.0561798008017895 0.7877290031557107 -0.6134668950821094 0.0 0.03253105872676978 0.6126668796135201 0.7896808414979248
23.64 1.0 0.0 0.0 0.0 0.0 0.9978957944940569 -0.06424658855507363 0.00873734776101711 0.0 0.056231915499317615 0.7904607994058617 -0.609934999833033 0.0 0.03228009859951933 0.6091428803987475 0.7924102327551898
23.65 1.0 0.0 0.0 0.0 0.0 0.9979009972860488 -0.06417335861635826 0.008681110268404497 0.0 0.05628253941343777 0.7931666849685791 -0.6064040967720089 0.0 0.032029842100209635 0.6056198368727701 0.7951136824765961
23.66 1.0 0.0 0.0 0.0 0.0 0.9979061952424326 -0.06410001293904 0.00862530083791393 0.0 0.05633166533824375 0.7958464227798133 -0.6028749321714495 0.0 0.03178033479177475 0.6020984939343191 0.7977909535564859
23.67 1.0 0.0 0.0 0.0 0.0 0.9979113882271262 -0.0640265545990555 0.0085699177654884 0.0 0.056379287115117145 0.7984997953661073 -0.5993482354291072 0.0 0.0315316208832 0.5985795796581338 0.8004418285054133
23.68 1.0 0.0 0.0 0.0 0.0 0.9979165761052223 -0.06395298665909628 0.008514959296221526 0.0 0.05642539960974679 0.8011266044560144 -0.5958247191956904 0.0 0.03128374324490235 0.5950638054218722 0.8030661090609317
23.69 1.0 0.0 0.0 0.0 0.0 0.9979217587430047 -0.06387931216814995 0.008460423625612366 0.0 0.05646999868914811 0.8037266705915159 -0.5923050795024798 0.0 0.03103674342411083 0.5915518660330215 0.8056636157983826
23.7 1.0 0.0 0.0 0.0 0.0 0.9979269360079644 -0.06380553416104151 0.008406308900820418 0.0 0.05651308119868238 0.8062998327394295 -0.5887899958889573 0.0 0.030790661660247794 0.5880444398558204 0.8082341877416753
23.71 1.0 0.0 0.0 0.0 0.0 0.9979321077688161 -0.06373165565797445 0.00835261322192033 0.0 0.05655464493907625 0.8088459479028307 -0.5852801315304157 0.0 0.030545536900308926 0.5845421889381651 0.8107776819740795
23.72 1.0 0.0 0.0 0.0 0.0 0.9979372738955143 -0.06365767966407217 0.008299334643156912 0.0 0.05659468864344088 0.8113648907324608 -0.5817761333655892 0.0 0.030301406814244567 0.5810457591385314 0.8132939732490038
23.73 1.0 0.0 0.0 0.0 0.0 0.9979424342428087 -0.06358360947621558 0.00824647091258067 0.0 0.056633217544708056 0.8138566279975262 -0.5782787103890937 0.0 0.030058310641503133 0.5775558584019171 0.8157830286464628
23.74 1.0 0.0 0.0 0.0 0.0 0.9979475884581499 -0.06350945226899364 0.008194016419988143 0.0 0.05667030859748719 0.8163220918686639 -0.57478954602803 0.0 0.02981632224845864 0.5740741689514078 0.8182457830296501
23.75 1.0 0.0 0.0 0.0 0.0 0.9979527367262472 -0.06343520519480712 0.008141974031560818 0.0 0.05670585759309344 0.818759793539952 -0.5713077627700933 0.0 0.029575422086493785 0.5705998126299713 0.8206807442398792
23.76 1.0 0.0 0.0 0.0 0.0 0.9979578789125434 -0.06336087137371038 0.008090341477664733 0.0 0.05673987003605738 0.8211697181770156 -0.5678339896284753 0.0 0.029335644528068604 0.5671334175427994 0.8230878977380731
23.77 1.0 0.0 0.0 0.0 0.0 0.9979630148845446 -0.06328645389452192 0.008039116460911672 0.0 0.05677235199621401 0.8235518632734067 -0.5643688364919828 0.0 0.02909702261779042 0.5636755927150221 0.8254672413240061
23.78 1.0 0.0 0.0 0.0 0.0 0.9979681445118117 -0.06321195581484182 0.007988296657008417 0.0 0.056803310094388104 0.8259062383780638 -0.5609128943738206 0.0 0.02885958809218298 0.5602269283397603 0.8278187848634235
23.79 1.0 0.0 0.0 0.0 0.0 0.9979732676659502 -0.06313738016106955 0.0079378797156062 0.0 0.05683275148807939 0.828232864822763 -0.5574667356603865 0.0 0.028623371399456404 0.5567879960261908 0.8301425500151535
